Name,Age,Gender,Country,State,City,Parent Occupation,Earning Class,Level of Student,Level of Course,Course Name,Material Name,Material Level,Time per Day (min),Assessment Score,IQ of Student,Promoted
Jesse,8,Female,UK,England,London,Business,Middle,Advanced,Beginner,Science,PDF,Hard,109,62.25,84,Yes
Michael,11,Male,USA,Texas,Austin,Teacher,Low,Beginner,Advanced,Science,PDF,Basic,107,66.59,99,Yes
Wayne,15,Female,India,Karnataka,Bangalore,Doctor,Low,Intermediate,Intermediate,Science,Quiz,Hard,82,100.0,92,Yes
Marcus,8,Male,India,Maharashtra,Mumbai,Engineer,Middle,Intermediate,Advanced,Math,PDF,Medium,105,56.6,123,No
Christina,11,Female,India,Maharashtra,Pune,Farmer,Middle,Beginner,Beginner,English,PDF,Hard,50,71.75,114,Yes
Chloe,14,Male,India,Maharashtra,Pune,Business,Low,Intermediate,Beginner,Science,PDF,Medium,33,73.85,135,Yes
Barbara,14,Female,India,Maharashtra,Mumbai,Engineer,Low,Advanced,Intermediate,Science,Quiz,Hard,35,55.85,92,No
Rachel,5,Female,UK,Scotland,Glasgow,Engineer,Middle,Beginner,Intermediate,Science,PDF,Basic,99,45.07,114,No
Patrick,12,Female,India,Karnataka,Bangalore,Teacher,High,Beginner,Advanced,Science,PDF,Medium,80,93.33,93,Yes
Stacy,10,Male,USA,Texas,Dallas,Business,High,Advanced,Intermediate,English,PDF,Hard,106,80.92,93,Yes
John,9,Male,USA,Texas,Austin,Business,Low,Beginner,Intermediate,Math,PDF,Hard,104,25.38,90,No
Michael,12,Male,USA,California,Los Angeles,Clerk,Low,Beginner,Advanced,English,PDF,Basic,67,54.16,85,No
Barbara,5,Female,USA,California,San Diego,Business,Middle,Beginner,Beginner,English,PDF,Hard,73,53.85,110,No
Robert,11,Male,USA,Texas,Austin,Clerk,Low,Intermediate,Advanced,Math,Quiz,Medium,30,81.96,89,Yes
Jessica,6,Female,UK,England,Manchester,Doctor,Middle,Advanced,Intermediate,English,Quiz,Basic,18,52.26,99,No
Maria,7,Female,UK,England,Manchester,Doctor,Middle,Beginner,Advanced,Math,Quiz,Hard,94,60.81,96,Yes
April,9,Female,USA,Texas,Dallas,Teacher,Middle,Intermediate,Beginner,Science,Quiz,Hard,102,43.02,82,No
Kenneth,18,Male,USA,Texas,Dallas,Doctor,High,Beginner,Advanced,Math,PDF,Basic,29,100.0,131,Yes
Daniel,15,Male,UK,England,Manchester,Engineer,Low,Advanced,Advanced,Science,Video,Basic,25,80.99,97,Yes
Sarah,15,Female,India,Karnataka,Bangalore,Engineer,Low,Beginner,Beginner,Math,Quiz,Basic,84,76.65,134,Yes
Shannon,5,Female,USA,California,San Diego,Clerk,Low,Beginner,Advanced,English,Quiz,Hard,81,58.06,89,No
Craig,14,Female,USA,California,Los Angeles,Engineer,Middle,Intermediate,Beginner,Science,Video,Basic,87,70.87,97,Yes
Steven,10,Female,USA,Texas,Dallas,Teacher,Middle,Advanced,Advanced,Math,Video,Hard,63,72.58,102,Yes
Jill,16,Female,USA,California,Los Angeles,Business,Low,Beginner,Intermediate,English,PDF,Medium,90,81.96,122,Yes
Natalie,9,Female,India,Maharashtra,Mumbai,Farmer,High,Advanced,Beginner,English,Video,Medium,99,74.82,91,Yes
Debra,17,Male,USA,Texas,Dallas,Business,High,Intermediate,Advanced,Math,PDF,Basic,63,75.33,136,Yes
Steven,11,Male,UK,Scotland,Edinburgh,Business,Low,Advanced,Advanced,Science,Quiz,Hard,64,84.01,90,Yes
Cynthia,12,Female,USA,California,Los Angeles,Teacher,Middle,Intermediate,Beginner,Math,Quiz,Hard,67,72.8,131,Yes
Heather,17,Male,UK,Scotland,Edinburgh,Teacher,High,Advanced,Advanced,Math,Video,Medium,51,62.1,120,Yes
Ashley,14,Female,UK,Scotland,Glasgow,Business,Middle,Advanced,Beginner,Science,Quiz,Medium,77,57.65,134,No
Michael,6,Male,UK,England,London,Business,Low,Intermediate,Advanced,English,Video,Hard,76,84.68,119,Yes
Taylor,7,Female,UK,Scotland,Glasgow,Doctor,Middle,Beginner,Beginner,Science,PDF,Basic,100,84.62,108,Yes
Roy,9,Male,UK,England,London,Engineer,Middle,Advanced,Intermediate,English,Quiz,Medium,100,76.61,104,Yes
Sarah,15,Female,USA,Texas,Austin,Doctor,High,Advanced,Advanced,Math,Quiz,Medium,65,64.61,105,Yes
Dakota,11,Female,India,Maharashtra,Pune,Clerk,High,Advanced,Intermediate,English,Video,Medium,115,71.52,140,Yes
Elizabeth,9,Male,USA,California,San Diego,Teacher,Middle,Intermediate,Beginner,Math,Quiz,Basic,29,73.35,106,Yes
John,11,Male,UK,England,Manchester,Clerk,Low,Intermediate,Intermediate,Science,PDF,Medium,110,63.29,122,Yes
Sherry,5,Male,UK,England,London,Clerk,Low,Advanced,Advanced,Science,Video,Hard,42,67.18,111,Yes
Robert,6,Female,India,Maharashtra,Mumbai,Business,Middle,Beginner,Advanced,Math,Video,Basic,66,85.25,111,Yes
Tiffany,18,Female,USA,California,San Diego,Farmer,Middle,Beginner,Intermediate,Math,PDF,Basic,104,86.4,90,Yes
Catherine,18,Female,UK,Scotland,Edinburgh,Engineer,High,Beginner,Advanced,Math,PDF,Basic,93,57.63,80,No
Kayla,5,Female,UK,Scotland,Edinburgh,Doctor,Middle,Beginner,Beginner,Science,Video,Basic,92,95.64,129,Yes
Sarah,8,Male,UK,Scotland,Glasgow,Teacher,High,Advanced,Intermediate,English,PDF,Medium,31,70.48,131,Yes
Richard,11,Female,India,Karnataka,Mysore,Farmer,Low,Intermediate,Intermediate,Math,Quiz,Medium,68,72.56,135,Yes
Paul,16,Male,UK,England,London,Clerk,Middle,Beginner,Beginner,Science,Quiz,Basic,52,77.32,81,Yes
Kathryn,15,Female,UK,England,London,Farmer,Middle,Advanced,Advanced,English,PDF,Hard,74,96.22,124,Yes
Stephanie,17,Male,UK,England,London,Doctor,Middle,Beginner,Beginner,Science,Video,Hard,104,73.81,98,Yes
Benjamin,11,Male,India,Karnataka,Bangalore,Doctor,Low,Intermediate,Beginner,Math,Video,Medium,49,77.5,121,Yes
Christopher,6,Male,India,Karnataka,Bangalore,Farmer,Middle,Intermediate,Advanced,English,Quiz,Hard,58,94.19,94,Yes
William,17,Female,UK,England,Manchester,Engineer,High,Advanced,Beginner,Science,Video,Basic,64,73.42,112,Yes
Seth,16,Male,India,Maharashtra,Mumbai,Clerk,Middle,Advanced,Advanced,Science,Quiz,Hard,37,32.22,129,No
Bradley,17,Female,USA,Texas,Dallas,Clerk,Middle,Beginner,Beginner,English,Quiz,Basic,90,58.07,117,No
Michelle,6,Male,USA,California,Los Angeles,Teacher,High,Intermediate,Intermediate,English,PDF,Hard,47,66.76,92,Yes
Paula,7,Male,India,Maharashtra,Pune,Teacher,High,Intermediate,Advanced,Science,Video,Basic,44,58.56,107,No
David,16,Female,India,Karnataka,Mysore,Business,High,Advanced,Advanced,English,Quiz,Basic,111,63.49,138,Yes
William,10,Male,UK,England,Manchester,Farmer,High,Advanced,Beginner,Science,Video,Medium,97,68.52,120,Yes
Stacey,6,Female,India,Maharashtra,Pune,Doctor,Middle,Advanced,Beginner,Math,PDF,Basic,101,83.69,81,Yes
Jesse,18,Female,UK,Scotland,Edinburgh,Clerk,High,Intermediate,Advanced,Science,Quiz,Basic,119,51.24,122,No
James,12,Female,UK,England,London,Teacher,Low,Beginner,Intermediate,Science,Video,Medium,104,62.42,99,Yes
Natalie,15,Female,USA,California,Los Angeles,Teacher,Middle,Advanced,Intermediate,Math,Video,Hard,119,76.58,102,Yes
Daisy,14,Female,India,Maharashtra,Mumbai,Business,High,Advanced,Beginner,Math,PDF,Basic,38,66.16,87,Yes
Tiffany,7,Male,USA,California,Los Angeles,Teacher,Middle,Intermediate,Beginner,Science,Video,Medium,57,62.94,135,Yes
Richard,13,Male,USA,California,Los Angeles,Business,Low,Intermediate,Beginner,Science,PDF,Medium,26,86.68,81,Yes
Nichole,11,Male,India,Maharashtra,Pune,Doctor,High,Beginner,Intermediate,Science,Quiz,Medium,94,51.28,111,No
Kristy,12,Male,India,Maharashtra,Pune,Teacher,High,Intermediate,Intermediate,Math,Quiz,Basic,82,80.03,113,Yes
Tina,13,Male,USA,California,San Diego,Farmer,Low,Beginner,Beginner,Math,Quiz,Medium,97,48.63,129,No
Dustin,16,Female,India,Karnataka,Bangalore,Farmer,Middle,Advanced,Intermediate,Science,Video,Basic,73,79.87,93,Yes
Cynthia,16,Male,India,Karnataka,Bangalore,Engineer,Low,Beginner,Advanced,English,Quiz,Hard,98,78.68,119,Yes
Thomas,12,Male,UK,Scotland,Edinburgh,Farmer,Low,Beginner,Beginner,English,Video,Hard,109,76.14,137,Yes
Tara,12,Male,UK,Scotland,Glasgow,Doctor,High,Beginner,Beginner,Science,Quiz,Hard,53,71.64,90,Yes
Michael,6,Male,India,Maharashtra,Pune,Doctor,Low,Beginner,Intermediate,Science,Quiz,Medium,95,60.33,121,Yes
Michael,10,Male,UK,Scotland,Glasgow,Farmer,High,Advanced,Intermediate,English,PDF,Medium,39,85.29,128,Yes
Angel,15,Male,UK,Scotland,Edinburgh,Teacher,Low,Beginner,Advanced,Science,Video,Basic,29,74.85,98,Yes
James,11,Male,USA,California,Los Angeles,Engineer,Low,Intermediate,Intermediate,Math,PDF,Basic,23,78.07,135,Yes
Pamela,6,Female,USA,California,Los Angeles,Teacher,Low,Beginner,Intermediate,Science,Quiz,Hard,60,63.85,121,Yes
Kyle,7,Male,India,Karnataka,Bangalore,Business,Low,Beginner,Intermediate,English,Video,Basic,106,87.16,86,Yes
Amanda,12,Male,UK,Scotland,Glasgow,Clerk,Middle,Advanced,Intermediate,Math,PDF,Hard,26,53.07,98,No
Elizabeth,15,Male,UK,Scotland,Edinburgh,Doctor,Middle,Advanced,Intermediate,Science,Quiz,Basic,93,51.57,113,No
Michael,10,Female,India,Maharashtra,Pune,Business,High,Beginner,Beginner,English,Quiz,Basic,73,52.75,94,No
Nicole,12,Female,UK,England,London,Business,High,Intermediate,Advanced,English,PDF,Medium,67,65.02,88,Yes
Alex,18,Male,India,Karnataka,Bangalore,Teacher,High,Intermediate,Advanced,Math,Video,Basic,104,69.32,85,Yes
Erin,17,Male,UK,England,Manchester,Clerk,Middle,Advanced,Beginner,English,PDF,Medium,25,60.55,87,Yes
Jacob,7,Male,UK,Scotland,Glasgow,Doctor,High,Beginner,Advanced,Math,PDF,Hard,75,69.08,131,Yes
Sara,5,Female,India,Karnataka,Bangalore,Clerk,Low,Intermediate,Advanced,English,Quiz,Medium,89,76.85,137,Yes
Roger,7,Female,USA,Texas,Austin,Teacher,High,Intermediate,Intermediate,English,Video,Hard,50,100.0,122,Yes
Diane,10,Male,UK,Scotland,Edinburgh,Engineer,Low,Advanced,Beginner,Science,PDF,Medium,57,96.3,101,Yes
Gabrielle,14,Female,India,Karnataka,Mysore,Business,Middle,Beginner,Intermediate,Science,Video,Basic,76,93.76,138,Yes
Jerry,14,Female,UK,Scotland,Glasgow,Business,High,Beginner,Advanced,Math,PDF,Medium,38,63.92,90,Yes
Kayla,13,Male,USA,Texas,Austin,Engineer,Low,Beginner,Intermediate,English,Video,Hard,108,57.92,85,No
Scott,13,Male,USA,California,Los Angeles,Clerk,Middle,Beginner,Beginner,Science,Quiz,Medium,61,78.44,113,Yes
Sara,9,Male,UK,England,London,Clerk,Low,Beginner,Beginner,English,Quiz,Basic,23,99.37,122,Yes
Michael,16,Female,USA,Texas,Dallas,Business,Middle,Intermediate,Intermediate,English,Video,Basic,103,67.19,134,Yes
Amanda,10,Male,UK,Scotland,Glasgow,Business,High,Advanced,Beginner,English,Quiz,Basic,25,100.0,137,Yes
Victoria,15,Male,India,Maharashtra,Mumbai,Farmer,High,Beginner,Advanced,Science,Quiz,Hard,72,64.26,103,Yes
Jennifer,14,Male,India,Karnataka,Bangalore,Doctor,Middle,Advanced,Advanced,Math,Quiz,Basic,87,59.82,80,No
Michael,13,Male,USA,Texas,Austin,Doctor,Low,Intermediate,Advanced,Science,Video,Medium,82,55.28,127,No
John,14,Female,India,Karnataka,Mysore,Farmer,Middle,Beginner,Beginner,English,Quiz,Medium,81,79.73,126,Yes
Patrick,18,Female,UK,Scotland,Glasgow,Engineer,Low,Beginner,Intermediate,Science,Quiz,Medium,11,50.5,116,No
Stephanie,14,Male,India,Maharashtra,Pune,Engineer,High,Intermediate,Beginner,Science,Video,Hard,52,81.58,92,Yes
Steven,11,Male,USA,Texas,Austin,Farmer,Low,Advanced,Advanced,English,Video,Medium,119,49.03,136,No
Paula,5,Male,USA,Texas,Austin,Doctor,High,Advanced,Beginner,English,Quiz,Basic,14,76.36,136,Yes
Sandra,8,Female,USA,California,San Diego,Teacher,Low,Beginner,Beginner,English,Video,Medium,57,60.9,114,Yes
Kelli,12,Male,UK,England,London,Clerk,Middle,Intermediate,Intermediate,Math,PDF,Basic,98,84.34,87,Yes
Rachel,9,Female,USA,California,Los Angeles,Clerk,High,Beginner,Intermediate,Science,Quiz,Hard,10,89.82,124,Yes
William,17,Male,India,Maharashtra,Pune,Engineer,High,Beginner,Beginner,English,PDF,Basic,63,68.71,110,Yes
Dawn,18,Male,UK,Scotland,Edinburgh,Clerk,High,Advanced,Beginner,Math,PDF,Medium,29,49.39,128,No
Matthew,9,Female,USA,Texas,Austin,Teacher,Low,Advanced,Advanced,Science,Video,Hard,52,62.67,123,Yes
Christina,14,Male,India,Maharashtra,Pune,Teacher,Middle,Beginner,Beginner,Math,Video,Medium,81,76.5,92,Yes
Rebecca,17,Male,India,Maharashtra,Pune,Farmer,Middle,Beginner,Beginner,English,Quiz,Hard,64,88.23,129,Yes
Angelica,10,Female,UK,England,Manchester,Teacher,Low,Beginner,Intermediate,English,Quiz,Hard,70,78.9,96,Yes
Samantha,14,Female,USA,California,Los Angeles,Farmer,Low,Beginner,Beginner,Math,Video,Basic,115,76.47,140,Yes
Lindsey,5,Female,India,Karnataka,Mysore,Business,Middle,Intermediate,Beginner,English,Quiz,Medium,41,44.37,102,No
Brooke,13,Female,UK,England,Manchester,Teacher,Low,Beginner,Beginner,Math,PDF,Hard,39,42.74,85,No
Rebecca,13,Male,UK,England,London,Clerk,High,Beginner,Beginner,Science,Quiz,Hard,115,64.9,90,Yes
Taylor,7,Male,USA,Texas,Austin,Teacher,High,Beginner,Advanced,Math,Video,Hard,110,64.41,115,Yes
Sherri,5,Male,India,Karnataka,Mysore,Doctor,Low,Advanced,Beginner,Math,PDF,Basic,104,80.51,109,Yes
Arthur,5,Female,India,Maharashtra,Pune,Engineer,High,Intermediate,Intermediate,English,PDF,Basic,120,63.28,125,Yes
Candice,10,Male,UK,England,London,Business,Middle,Beginner,Intermediate,Math,PDF,Basic,17,75.38,121,Yes
Hannah,15,Male,UK,Scotland,Edinburgh,Clerk,Middle,Intermediate,Advanced,Math,PDF,Medium,40,75.24,129,Yes
Tiffany,16,Female,UK,Scotland,Edinburgh,Clerk,High,Advanced,Advanced,English,PDF,Hard,22,78.3,87,Yes
Teresa,9,Female,USA,California,Los Angeles,Farmer,High,Advanced,Beginner,English,Quiz,Hard,108,74.48,99,Yes
Matthew,9,Male,USA,Texas,Dallas,Doctor,High,Beginner,Advanced,Science,Quiz,Hard,107,53.27,130,No
Leslie,11,Female,UK,England,London,Clerk,Middle,Beginner,Beginner,English,PDF,Hard,101,63.48,128,Yes
Randy,14,Male,India,Karnataka,Mysore,Farmer,High,Advanced,Advanced,Math,PDF,Medium,52,52.75,94,No
Sarah,17,Female,UK,Scotland,Glasgow,Engineer,Middle,Intermediate,Beginner,Science,PDF,Hard,94,85.65,104,Yes
Stephanie,5,Female,UK,England,Manchester,Teacher,Middle,Intermediate,Intermediate,Science,PDF,Hard,77,54.94,117,No
Daniel,15,Female,UK,England,Manchester,Doctor,Middle,Beginner,Beginner,Science,Video,Basic,41,76.53,137,Yes
Ryan,6,Female,India,Karnataka,Mysore,Teacher,Low,Intermediate,Advanced,Science,Quiz,Basic,99,41.96,134,No
Steven,10,Male,India,Karnataka,Bangalore,Engineer,Middle,Intermediate,Advanced,Math,Video,Hard,54,84.64,110,Yes
Valerie,9,Male,India,Karnataka,Mysore,Clerk,Low,Intermediate,Advanced,Math,Video,Hard,48,76.42,129,Yes
Mark,11,Female,USA,California,Los Angeles,Farmer,Middle,Advanced,Intermediate,Math,Quiz,Basic,32,62.29,139,Yes
Reginald,17,Male,UK,Scotland,Edinburgh,Engineer,Low,Intermediate,Beginner,English,PDF,Medium,103,100.0,80,Yes
Matthew,15,Male,USA,Texas,Dallas,Farmer,Low,Beginner,Beginner,English,Quiz,Basic,54,77.93,112,Yes
George,18,Male,India,Karnataka,Bangalore,Doctor,Low,Intermediate,Beginner,Science,PDF,Hard,37,69.45,87,Yes
Amber,10,Female,USA,Texas,Dallas,Business,High,Intermediate,Beginner,English,PDF,Basic,31,87.64,80,Yes
Kelly,16,Male,USA,Texas,Austin,Doctor,High,Beginner,Advanced,Science,Quiz,Hard,90,78.89,108,Yes
Gary,11,Male,USA,Texas,Dallas,Clerk,Middle,Beginner,Beginner,English,Video,Hard,71,69.56,103,Yes
Brianna,12,Female,USA,Texas,Dallas,Farmer,High,Beginner,Advanced,English,Video,Hard,101,52.85,99,No
James,15,Female,India,Karnataka,Mysore,Farmer,Middle,Beginner,Advanced,Math,PDF,Basic,80,70.99,131,Yes
Megan,13,Male,USA,California,San Diego,Clerk,Low,Advanced,Advanced,Math,Video,Medium,111,82.35,131,Yes
Caleb,6,Female,UK,Scotland,Glasgow,Business,High,Intermediate,Beginner,Math,PDF,Basic,97,67.04,112,Yes
Maria,12,Female,USA,Texas,Austin,Farmer,Middle,Advanced,Intermediate,English,Quiz,Basic,96,89.0,89,Yes
Pamela,11,Male,UK,Scotland,Edinburgh,Engineer,Middle,Intermediate,Intermediate,Math,Video,Hard,45,87.65,139,Yes
Valerie,8,Female,India,Maharashtra,Mumbai,Teacher,Low,Intermediate,Advanced,English,PDF,Medium,50,97.64,100,Yes
Angela,17,Female,USA,Texas,Dallas,Clerk,Middle,Beginner,Advanced,English,PDF,Hard,119,70.02,134,Yes
John,10,Male,USA,Texas,Austin,Engineer,High,Intermediate,Advanced,English,Video,Basic,42,52.61,106,No
Samantha,16,Female,India,Karnataka,Mysore,Clerk,Middle,Advanced,Advanced,Math,PDF,Basic,62,78.0,90,Yes
Jonathan,14,Male,India,Karnataka,Mysore,Teacher,Middle,Beginner,Intermediate,Science,PDF,Medium,45,73.82,95,Yes
Karen,7,Female,India,Maharashtra,Mumbai,Engineer,Low,Beginner,Beginner,Science,Quiz,Medium,34,82.03,133,Yes
Kevin,15,Female,USA,California,San Diego,Farmer,Low,Advanced,Beginner,Science,PDF,Basic,72,85.96,110,Yes
Wanda,14,Male,India,Maharashtra,Pune,Farmer,Middle,Advanced,Beginner,Math,Quiz,Medium,21,70.73,117,Yes
Monica,5,Male,India,Karnataka,Mysore,Engineer,Middle,Intermediate,Beginner,English,Quiz,Basic,110,81.65,128,Yes
William,8,Male,USA,Texas,Dallas,Clerk,Middle,Beginner,Intermediate,Math,Quiz,Basic,19,90.02,125,Yes
Kylie,6,Female,UK,Scotland,Edinburgh,Engineer,Low,Advanced,Advanced,Math,Video,Hard,82,78.39,105,Yes
David,16,Female,USA,California,San Diego,Business,High,Advanced,Advanced,English,Quiz,Hard,98,63.25,83,Yes
Ronald,9,Female,India,Maharashtra,Mumbai,Farmer,Low,Intermediate,Advanced,Science,Quiz,Medium,37,66.78,91,Yes
Courtney,17,Female,UK,England,London,Doctor,Low,Beginner,Beginner,English,PDF,Hard,75,62.05,136,Yes
Kevin,5,Male,USA,Texas,Austin,Business,Low,Beginner,Beginner,English,Video,Medium,41,98.39,100,Yes
Alexander,6,Female,USA,Texas,Dallas,Engineer,Low,Intermediate,Advanced,Math,Quiz,Medium,82,85.13,123,Yes
Rodney,10,Male,UK,England,Manchester,Farmer,Middle,Advanced,Beginner,Science,Video,Hard,95,100.0,87,Yes
Jamie,11,Female,USA,California,San Diego,Teacher,Middle,Advanced,Beginner,English,Quiz,Hard,72,60.14,95,Yes
Nichole,12,Male,USA,California,Los Angeles,Business,Middle,Intermediate,Intermediate,Math,Quiz,Medium,75,80.25,138,Yes
Katherine,9,Male,UK,Scotland,Edinburgh,Business,Middle,Beginner,Advanced,Science,Video,Basic,91,90.4,139,Yes
Jason,18,Male,UK,England,London,Doctor,Middle,Beginner,Beginner,English,PDF,Medium,45,59.12,88,No
Nicholas,8,Male,India,Karnataka,Mysore,Farmer,Middle,Beginner,Beginner,English,Quiz,Medium,53,88.12,81,Yes
Ronald,9,Male,USA,California,San Diego,Engineer,Low,Intermediate,Intermediate,Math,Video,Hard,26,68.68,120,Yes
Lorraine,6,Female,USA,Texas,Austin,Farmer,Low,Advanced,Advanced,Science,PDF,Hard,99,74.25,139,Yes
Juan,7,Female,UK,Scotland,Glasgow,Farmer,High,Advanced,Intermediate,English,Quiz,Hard,72,75.36,104,Yes
Michael,12,Female,USA,California,Los Angeles,Farmer,Middle,Beginner,Advanced,English,PDF,Basic,10,46.6,106,No
Jeffrey,18,Male,India,Karnataka,Bangalore,Clerk,Middle,Beginner,Beginner,Math,Quiz,Hard,88,47.94,115,No
Jessica,5,Male,India,Karnataka,Bangalore,Clerk,Low,Beginner,Beginner,Math,PDF,Basic,36,75.58,133,Yes
Ian,11,Female,USA,California,Los Angeles,Teacher,Middle,Beginner,Beginner,Math,Quiz,Hard,36,83.15,83,Yes
Jamie,18,Female,India,Maharashtra,Mumbai,Doctor,Low,Advanced,Intermediate,English,PDF,Hard,79,78.83,128,Yes
Steven,14,Male,India,Maharashtra,Pune,Engineer,Low,Advanced,Beginner,Science,PDF,Basic,20,64.75,88,Yes
Sarah,15,Female,USA,Texas,Dallas,Farmer,Low,Advanced,Intermediate,Math,Video,Hard,37,75.62,105,Yes
Jonathan,12,Female,India,Karnataka,Mysore,Teacher,High,Beginner,Intermediate,Math,Video,Medium,111,76.95,87,Yes
Elizabeth,10,Female,UK,England,London,Teacher,Middle,Intermediate,Advanced,English,Quiz,Basic,34,66.26,121,Yes
David,6,Male,USA,California,San Diego,Clerk,Middle,Beginner,Intermediate,Math,Video,Hard,59,49.92,117,No
Meghan,7,Male,USA,Texas,Austin,Business,Low,Advanced,Intermediate,English,Video,Basic,99,91.32,94,Yes
Craig,7,Female,UK,Scotland,Edinburgh,Clerk,High,Advanced,Advanced,Science,PDF,Basic,55,71.09,130,Yes
Jose,10,Female,USA,Texas,Dallas,Farmer,Middle,Advanced,Advanced,English,Quiz,Basic,102,41.33,89,No
Ryan,7,Male,USA,California,Los Angeles,Engineer,Middle,Beginner,Intermediate,Math,Quiz,Basic,105,77.43,132,Yes
Ann,9,Male,USA,California,Los Angeles,Clerk,Middle,Advanced,Advanced,Math,Quiz,Hard,25,80.11,133,Yes
Chad,7,Male,India,Karnataka,Mysore,Teacher,High,Advanced,Beginner,English,PDF,Medium,66,86.89,126,Yes
Kathy,8,Male,India,Maharashtra,Mumbai,Engineer,Low,Advanced,Advanced,Math,Video,Medium,106,81.65,96,Yes
Madeline,11,Male,India,Karnataka,Bangalore,Doctor,High,Intermediate,Beginner,Math,PDF,Basic,31,91.08,102,Yes
Andrew,12,Female,UK,Scotland,Glasgow,Clerk,Middle,Intermediate,Intermediate,Math,Quiz,Hard,69,74.21,133,Yes
Anthony,8,Female,India,Maharashtra,Mumbai,Farmer,High,Advanced,Advanced,English,PDF,Basic,48,73.44,133,Yes
Adam,5,Female,India,Maharashtra,Pune,Business,Low,Beginner,Intermediate,Science,PDF,Hard,118,69.07,134,Yes
Christopher,5,Male,USA,California,Los Angeles,Engineer,Middle,Intermediate,Advanced,Science,PDF,Basic,67,91.26,83,Yes
Tiffany,6,Female,USA,Texas,Dallas,Farmer,Middle,Intermediate,Advanced,Science,Quiz,Medium,88,76.09,135,Yes
Anthony,6,Female,India,Karnataka,Mysore,Teacher,High,Advanced,Advanced,Science,Quiz,Basic,57,75.68,87,Yes
Kristin,15,Female,UK,Scotland,Edinburgh,Engineer,High,Intermediate,Beginner,Math,Quiz,Basic,29,90.14,87,Yes
Kelsey,6,Male,UK,Scotland,Glasgow,Doctor,High,Intermediate,Beginner,Science,Quiz,Medium,82,87.47,103,Yes
Marcus,10,Female,India,Maharashtra,Pune,Clerk,Low,Advanced,Advanced,English,Video,Hard,82,56.55,99,No
Cody,5,Female,India,Karnataka,Mysore,Farmer,Middle,Advanced,Advanced,Math,PDF,Basic,52,91.33,82,Yes
Lori,6,Female,UK,Scotland,Edinburgh,Farmer,Middle,Advanced,Intermediate,English,PDF,Medium,20,60.27,110,Yes
Mark,13,Female,USA,Texas,Austin,Business,High,Beginner,Advanced,English,Video,Basic,55,85.63,124,Yes
Nathan,6,Male,India,Karnataka,Mysore,Clerk,High,Intermediate,Advanced,English,Quiz,Medium,32,60.74,87,Yes
Levi,9,Male,India,Karnataka,Mysore,Engineer,High,Advanced,Intermediate,English,Video,Medium,38,72.1,112,Yes
Rebecca,12,Female,USA,California,Los Angeles,Farmer,High,Beginner,Intermediate,Math,Quiz,Hard,13,71.56,140,Yes
Tanya,17,Male,USA,Texas,Dallas,Teacher,High,Beginner,Advanced,Math,PDF,Basic,113,60.1,113,Yes
Paula,16,Female,India,Karnataka,Mysore,Clerk,Low,Intermediate,Beginner,Science,Quiz,Basic,48,73.36,81,Yes
Timothy,15,Male,India,Maharashtra,Pune,Doctor,Middle,Advanced,Advanced,Math,Video,Basic,25,76.02,111,Yes
Laura,13,Male,India,Maharashtra,Mumbai,Business,Middle,Intermediate,Beginner,Math,Video,Hard,86,51.78,136,No
Jaime,5,Female,USA,Texas,Dallas,Teacher,High,Intermediate,Advanced,Science,Video,Hard,61,60.51,121,Yes
Michael,5,Female,UK,England,London,Business,High,Advanced,Intermediate,Science,Quiz,Medium,63,87.84,132,Yes
Lisa,11,Female,UK,England,London,Engineer,Low,Intermediate,Intermediate,Science,Video,Medium,40,70.26,83,Yes
Paul,13,Female,UK,England,London,Clerk,Middle,Intermediate,Intermediate,English,Video,Medium,14,72.28,123,Yes
Natasha,15,Male,UK,Scotland,Edinburgh,Clerk,Low,Advanced,Beginner,Math,Video,Basic,34,76.37,96,Yes
Connie,12,Male,UK,Scotland,Edinburgh,Doctor,High,Beginner,Beginner,Science,Quiz,Hard,44,71.43,134,Yes
Kenneth,14,Male,USA,California,San Diego,Engineer,Low,Intermediate,Beginner,Math,Video,Hard,67,88.19,80,Yes
Melanie,16,Female,USA,California,Los Angeles,Business,Middle,Advanced,Advanced,English,PDF,Medium,81,72.15,135,Yes
Diane,16,Male,UK,England,Manchester,Clerk,Middle,Intermediate,Beginner,English,Quiz,Hard,114,50.48,82,No
Amanda,7,Female,USA,Texas,Dallas,Teacher,Low,Intermediate,Intermediate,Science,Video,Basic,106,59.69,123,No
Renee,9,Male,India,Karnataka,Mysore,Business,Middle,Advanced,Beginner,Math,Quiz,Medium,10,69.09,115,Yes
Martha,18,Male,USA,California,San Diego,Business,High,Intermediate,Beginner,English,Video,Hard,85,48.93,100,No
Benjamin,18,Female,USA,California,San Diego,Doctor,High,Beginner,Intermediate,Science,Quiz,Hard,13,78.39,98,Yes
Danielle,10,Female,UK,Scotland,Glasgow,Farmer,Low,Intermediate,Beginner,English,Video,Medium,114,87.73,105,Yes
Amy,14,Female,India,Maharashtra,Mumbai,Engineer,Middle,Intermediate,Advanced,Math,Quiz,Basic,38,68.97,119,Yes
Savannah,6,Female,USA,Texas,Austin,Engineer,Middle,Intermediate,Intermediate,Science,PDF,Basic,22,99.42,80,Yes
Teresa,10,Female,USA,Texas,Austin,Engineer,High,Advanced,Intermediate,Science,PDF,Medium,14,74.59,122,Yes
