Name,Age,Gender,Country,State,City,Parent Occupation,Earning Class,Level of Student,Level of Course,Course Name,Material Name,Material Level,Time per Day (min),Assessment Score,IQ of Student,Promoted
Tyler,15,Male,UK,Scotland,Glasgow,Doctor,High,Intermediate,Beginner,English,PDF,Hard,63,69.01,86,Yes
Jacob,5,Female,USA,California,San Diego,Teacher,Low,Intermediate,Beginner,Math,Quiz,Basic,103,84.08,119,Yes
Lisa,11,Female,India,Karnataka,Bangalore,Teacher,High,Beginner,Beginner,English,Video,Basic,23,88.66,87,Yes
Zachary,6,Female,UK,Scotland,Edinburgh,Clerk,Low,Beginner,Intermediate,Math,Quiz,Hard,21,74.4,84,Yes
Kyle,17,Male,UK,England,Manchester,Teacher,Middle,Beginner,Advanced,Math,PDF,Basic,47,77.31,131,Yes
Mary,5,Female,USA,California,Los Angeles,Teacher,High,Advanced,Advanced,English,Video,Medium,71,55.67,91,No
Chelsea,15,Male,India,Karnataka,Mysore,Teacher,Low,Beginner,Intermediate,Science,Video,Hard,76,42.21,109,No
Charles,10,Female,UK,England,London,Engineer,Middle,Advanced,Beginner,Science,Video,Hard,21,68.58,119,Yes
Mark,7,Male,USA,Texas,Austin,Teacher,High,Intermediate,Beginner,English,Quiz,Hard,40,57.79,111,No
Emily,9,Male,USA,Texas,Austin,Doctor,Middle,Intermediate,Advanced,Math,PDF,Hard,77,60.37,133,Yes
Rhonda,14,Male,USA,Texas,Austin,Farmer,High,Advanced,Intermediate,Math,PDF,Hard,83,61.58,98,Yes
Craig,11,Female,UK,England,Manchester,Doctor,Low,Beginner,Advanced,Math,Video,Hard,43,97.84,123,Yes
Steven,17,Male,USA,California,San Diego,Farmer,Low,Intermediate,Beginner,Math,Quiz,Hard,88,68.59,119,Yes
Samuel,12,Female,USA,California,San Diego,Clerk,Middle,Intermediate,Advanced,English,PDF,Hard,74,82.15,92,Yes
Connor,17,Female,USA,California,San Diego,Business,Low,Beginner,Beginner,English,PDF,Medium,47,44.87,101,No
Dawn,9,Female,India,Karnataka,Bangalore,Clerk,Middle,Beginner,Advanced,English,Video,Hard,93,79.33,100,Yes
Marissa,5,Male,USA,Texas,Austin,Teacher,High,Advanced,Intermediate,Math,Quiz,Hard,120,63.44,120,Yes
Peter,10,Male,USA,California,San Diego,Teacher,Middle,Advanced,Intermediate,Math,Quiz,Medium,45,65.6,106,Yes
Elizabeth,10,Male,India,Karnataka,Mysore,Engineer,Low,Advanced,Beginner,Science,Video,Hard,68,52.35,137,No
Shannon,11,Male,UK,England,London,Clerk,Low,Intermediate,Intermediate,Science,Quiz,Basic,14,72.51,113,Yes
John,14,Male,UK,Scotland,Glasgow,Business,High,Beginner,Advanced,Math,Quiz,Basic,103,60.11,135,Yes
Paul,17,Male,USA,California,Los Angeles,Doctor,Low,Intermediate,Beginner,Math,Quiz,Hard,33,46.33,123,No
Rebecca,12,Male,India,Karnataka,Bangalore,Doctor,Middle,Advanced,Beginner,Science,Quiz,Hard,87,57.31,137,No
Richard,9,Male,UK,Scotland,Edinburgh,Business,Middle,Beginner,Advanced,Math,PDF,Medium,58,42.47,104,No
Johnny,15,Female,India,Karnataka,Mysore,Doctor,Low,Advanced,Intermediate,Math,Video,Hard,64,91.37,126,Yes
Megan,16,Female,India,Karnataka,Mysore,Business,Low,Beginner,Beginner,English,PDF,Hard,62,59.23,116,No
Ashley,16,Female,UK,England,London,Business,High,Intermediate,Intermediate,Math,Quiz,Medium,48,56.9,123,No
Melissa,12,Male,USA,Texas,Austin,Teacher,Low,Advanced,Intermediate,Math,PDF,Basic,30,73.01,130,Yes
Cynthia,5,Female,India,Karnataka,Bangalore,Business,Low,Intermediate,Intermediate,English,Video,Medium,99,65.81,110,Yes
Katherine,6,Male,India,Karnataka,Bangalore,Clerk,High,Advanced,Advanced,Science,PDF,Hard,16,56.05,115,No
Tina,13,Female,USA,Texas,Dallas,Clerk,Low,Intermediate,Intermediate,Science,PDF,Medium,93,76.46,124,Yes
Marvin,17,Female,USA,Texas,Austin,Engineer,High,Beginner,Advanced,Science,Video,Medium,24,74.82,113,Yes
Nicholas,11,Female,India,Karnataka,Mysore,Farmer,Low,Intermediate,Advanced,Science,Video,Hard,73,71.77,113,Yes
Bradley,12,Female,UK,Scotland,Edinburgh,Business,High,Beginner,Advanced,English,PDF,Medium,86,68.23,99,Yes
Guy,17,Female,UK,England,London,Engineer,Low,Beginner,Intermediate,Science,Quiz,Hard,72,65.79,119,Yes
Ryan,13,Male,India,Karnataka,Bangalore,Teacher,Middle,Beginner,Intermediate,Math,Video,Medium,70,96.75,113,Yes
Mary,9,Male,USA,Texas,Austin,Business,Middle,Intermediate,Intermediate,English,Video,Basic,34,75.82,137,Yes
Mark,7,Male,UK,Scotland,Glasgow,Engineer,High,Advanced,Beginner,Science,Quiz,Medium,116,83.11,139,Yes
Elizabeth,14,Female,USA,California,San Diego,Doctor,High,Intermediate,Beginner,English,PDF,Basic,105,73.42,110,Yes
Thomas,15,Female,India,Maharashtra,Pune,Farmer,Middle,Intermediate,Advanced,Science,Quiz,Medium,46,87.89,137,Yes
Xavier,18,Male,India,Karnataka,Mysore,Farmer,Low,Advanced,Beginner,Science,PDF,Hard,44,86.32,122,Yes
Nancy,16,Female,India,Karnataka,Bangalore,Teacher,High,Advanced,Intermediate,Math,PDF,Medium,37,78.67,93,Yes
Cody,12,Male,USA,California,San Diego,Clerk,High,Beginner,Advanced,Science,Video,Hard,116,81.98,85,Yes
Jimmy,10,Male,UK,England,Manchester,Engineer,High,Advanced,Beginner,English,Quiz,Basic,45,68.54,81,Yes
Joseph,14,Male,USA,California,San Diego,Doctor,High,Advanced,Beginner,English,Quiz,Basic,53,77.7,102,Yes
Kimberly,10,Male,USA,California,San Diego,Business,Middle,Beginner,Intermediate,Science,Quiz,Medium,12,71.5,119,Yes
Lori,14,Female,India,Karnataka,Mysore,Farmer,Low,Intermediate,Beginner,Math,Video,Hard,91,74.04,109,Yes
Ernest,7,Female,India,Maharashtra,Pune,Doctor,Low,Intermediate,Intermediate,Math,PDF,Basic,22,59.36,130,No
Laurie,11,Female,India,Karnataka,Bangalore,Teacher,Low,Beginner,Beginner,English,PDF,Hard,85,87.19,110,Yes
Kimberly,18,Male,UK,Scotland,Edinburgh,Business,High,Advanced,Advanced,English,Quiz,Medium,111,62.47,103,Yes
Christopher,14,Female,UK,England,Manchester,Clerk,Middle,Advanced,Beginner,Math,Quiz,Medium,72,83.34,83,Yes
John,6,Female,UK,Scotland,Edinburgh,Teacher,Low,Advanced,Advanced,English,PDF,Hard,71,71.36,110,Yes
Mary,10,Male,India,Karnataka,Bangalore,Engineer,Middle,Advanced,Beginner,English,Quiz,Basic,12,97.81,135,Yes
Derrick,16,Female,USA,California,San Diego,Teacher,High,Beginner,Beginner,Science,PDF,Hard,21,83.09,112,Yes
Michael,17,Female,USA,Texas,Austin,Business,Low,Intermediate,Beginner,Science,PDF,Basic,17,48.11,98,No
Denise,8,Female,India,Maharashtra,Mumbai,Business,Middle,Intermediate,Intermediate,English,PDF,Medium,77,100.0,140,Yes
Ashley,6,Female,India,Karnataka,Bangalore,Teacher,Low,Beginner,Advanced,Math,PDF,Hard,84,54.36,138,No
Joyce,14,Female,USA,Texas,Dallas,Doctor,Low,Intermediate,Intermediate,Science,Quiz,Basic,86,100.0,98,Yes
Shelby,18,Female,USA,Texas,Dallas,Business,Low,Intermediate,Beginner,Science,Video,Basic,38,38.84,95,No
Allison,11,Female,USA,California,Los Angeles,Engineer,High,Advanced,Advanced,Math,PDF,Hard,19,74.71,137,Yes
Patricia,9,Female,USA,California,San Diego,Business,High,Advanced,Beginner,English,Video,Basic,111,86.08,126,Yes
Gregory,17,Female,USA,Texas,Dallas,Engineer,Low,Intermediate,Beginner,Science,PDF,Basic,65,69.48,138,Yes
Andrea,8,Male,USA,Texas,Dallas,Engineer,Middle,Advanced,Intermediate,English,PDF,Basic,42,87.84,99,Yes
Morgan,17,Male,UK,England,Manchester,Engineer,Middle,Beginner,Intermediate,English,PDF,Basic,80,57.86,104,No
Donald,17,Male,USA,California,San Diego,Doctor,Low,Beginner,Intermediate,English,Quiz,Medium,32,94.37,81,Yes
Nathaniel,7,Female,India,Karnataka,Bangalore,Teacher,High,Advanced,Intermediate,Math,Quiz,Basic,97,61.39,108,Yes
Jean,18,Female,USA,California,Los Angeles,Teacher,Middle,Intermediate,Intermediate,Science,PDF,Hard,69,83.9,103,Yes
William,11,Female,USA,California,Los Angeles,Clerk,High,Advanced,Advanced,English,Video,Medium,101,70.96,92,Yes
Jeffrey,7,Male,India,Karnataka,Bangalore,Business,Middle,Beginner,Intermediate,Science,PDF,Medium,91,89.58,101,Yes
Julie,18,Female,India,Maharashtra,Pune,Clerk,Middle,Advanced,Advanced,Math,Video,Medium,59,53.08,111,No
Becky,11,Female,USA,California,Los Angeles,Business,Middle,Intermediate,Intermediate,Math,Quiz,Medium,38,82.15,85,Yes
Vincent,16,Male,India,Maharashtra,Pune,Engineer,High,Intermediate,Advanced,Math,Quiz,Hard,93,45.48,131,No
Ricky,6,Male,India,Maharashtra,Pune,Farmer,Low,Intermediate,Intermediate,English,PDF,Hard,62,51.91,125,No
Adam,16,Male,India,Maharashtra,Mumbai,Clerk,Low,Intermediate,Intermediate,English,Quiz,Hard,50,71.52,109,Yes
Kimberly,11,Male,India,Maharashtra,Pune,Engineer,High,Intermediate,Advanced,Science,PDF,Medium,119,73.02,105,Yes
Angela,11,Female,India,Karnataka,Mysore,Teacher,Low,Intermediate,Advanced,Math,Video,Hard,38,95.55,102,Yes
Michael,12,Female,UK,Scotland,Glasgow,Engineer,High,Beginner,Intermediate,Science,Quiz,Medium,57,68.32,86,Yes
Michael,9,Female,India,Maharashtra,Pune,Engineer,Middle,Beginner,Advanced,English,PDF,Hard,36,70.28,113,Yes
Cindy,14,Male,USA,California,San Diego,Clerk,Middle,Advanced,Beginner,Science,PDF,Medium,56,67.87,137,Yes
Richard,17,Female,India,Maharashtra,Pune,Engineer,Low,Beginner,Beginner,English,Quiz,Medium,25,70.51,82,Yes
Ashley,12,Female,UK,Scotland,Edinburgh,Farmer,Middle,Intermediate,Beginner,Math,PDF,Medium,95,99.4,83,Yes
Justin,6,Female,India,Karnataka,Bangalore,Farmer,High,Intermediate,Intermediate,Science,PDF,Medium,77,83.26,117,Yes
Patrick,10,Male,UK,Scotland,Edinburgh,Doctor,Middle,Intermediate,Advanced,Science,PDF,Basic,86,55.94,140,No
Sheri,13,Female,UK,Scotland,Edinburgh,Teacher,High,Intermediate,Beginner,Math,Quiz,Medium,75,58.88,114,No
Marcus,10,Female,UK,Scotland,Edinburgh,Clerk,High,Beginner,Intermediate,Math,Video,Hard,29,67.29,128,Yes
Jerry,9,Female,USA,California,San Diego,Clerk,Middle,Advanced,Beginner,Math,Quiz,Basic,14,68.76,106,Yes
Mackenzie,10,Male,UK,Scotland,Edinburgh,Teacher,Middle,Advanced,Intermediate,Math,Quiz,Basic,108,57.19,110,No
Chelsea,16,Male,India,Karnataka,Mysore,Engineer,High,Intermediate,Intermediate,English,Video,Basic,100,81.76,133,Yes
Adam,15,Male,UK,Scotland,Glasgow,Farmer,High,Intermediate,Advanced,Science,Video,Basic,90,87.16,114,Yes
Victoria,7,Male,USA,California,San Diego,Business,Middle,Intermediate,Intermediate,Math,PDF,Basic,19,100.0,98,Yes
Christine,17,Male,UK,Scotland,Glasgow,Farmer,High,Intermediate,Beginner,Science,Quiz,Hard,63,70.35,116,Yes
Eileen,12,Male,India,Karnataka,Mysore,Business,Low,Advanced,Intermediate,Science,Quiz,Basic,92,61.39,99,Yes
Elizabeth,10,Male,UK,Scotland,Edinburgh,Clerk,Low,Intermediate,Intermediate,Science,Video,Medium,117,65.17,85,Yes
Eric,18,Male,UK,England,Manchester,Business,High,Advanced,Advanced,Science,PDF,Medium,40,66.41,125,Yes
Jennifer,9,Male,USA,Texas,Dallas,Clerk,Middle,Advanced,Intermediate,English,Video,Medium,111,60.96,103,Yes
Melinda,7,Female,USA,Texas,Austin,Doctor,High,Advanced,Intermediate,Science,Quiz,Medium,114,56.75,102,No
Sheila,6,Female,UK,England,London,Clerk,High,Advanced,Intermediate,English,PDF,Medium,31,80.74,115,Yes
Allison,8,Female,UK,England,London,Engineer,High,Beginner,Beginner,Math,PDF,Medium,28,57.27,107,No
Matthew,14,Male,India,Maharashtra,Pune,Farmer,High,Intermediate,Beginner,English,Quiz,Hard,107,83.78,89,Yes
Andrea,16,Male,USA,Texas,Dallas,Doctor,High,Intermediate,Intermediate,English,Video,Basic,23,90.35,97,Yes
Tracy,15,Male,USA,California,San Diego,Engineer,Low,Advanced,Beginner,Math,Quiz,Medium,105,69.53,124,Yes
Ian,13,Male,India,Karnataka,Mysore,Clerk,Middle,Beginner,Advanced,English,Quiz,Medium,74,40.93,137,No
Nathaniel,16,Male,UK,England,London,Engineer,Low,Beginner,Beginner,Science,Quiz,Basic,115,81.02,112,Yes
Kelsey,18,Male,USA,California,Los Angeles,Farmer,High,Intermediate,Intermediate,Math,PDF,Basic,93,62.14,81,Yes
Darren,17,Female,UK,Scotland,Glasgow,Clerk,High,Advanced,Intermediate,Science,Quiz,Basic,103,80.03,119,Yes
Eric,6,Female,UK,England,Manchester,Clerk,Low,Intermediate,Advanced,Math,Video,Hard,91,64.78,101,Yes
Gerald,15,Female,UK,Scotland,Edinburgh,Engineer,Middle,Beginner,Advanced,Science,Video,Basic,82,80.85,118,Yes
Spencer,17,Female,USA,Texas,Austin,Doctor,Low,Intermediate,Beginner,English,PDF,Basic,57,91.64,92,Yes
Tammy,6,Female,India,Maharashtra,Pune,Farmer,Low,Advanced,Advanced,Math,Quiz,Medium,45,75.71,102,Yes
Christopher,11,Male,USA,California,Los Angeles,Doctor,Middle,Beginner,Advanced,English,Quiz,Basic,70,46.22,120,No
Kevin,10,Female,USA,California,San Diego,Engineer,High,Advanced,Beginner,Science,Video,Basic,102,62.51,109,Yes
Melissa,18,Female,UK,Scotland,Glasgow,Engineer,Middle,Advanced,Beginner,Science,PDF,Basic,43,52.09,106,No
Melissa,17,Male,USA,Texas,Austin,Doctor,Middle,Intermediate,Beginner,Math,Video,Medium,111,65.61,132,Yes
Brian,17,Male,India,Maharashtra,Mumbai,Engineer,Low,Advanced,Advanced,English,PDF,Basic,37,56.23,101,No
William,17,Female,USA,Texas,Austin,Engineer,High,Beginner,Advanced,Science,Video,Hard,65,84.02,122,Yes
Jason,18,Female,India,Maharashtra,Pune,Business,Low,Beginner,Intermediate,Math,PDF,Medium,19,57.94,95,No
April,15,Female,UK,Scotland,Glasgow,Farmer,Low,Beginner,Intermediate,English,Video,Hard,88,65.81,98,Yes
James,7,Female,USA,California,San Diego,Teacher,High,Advanced,Beginner,English,Video,Hard,69,57.42,120,No
Michelle,7,Male,UK,England,Manchester,Teacher,High,Advanced,Advanced,Science,Video,Basic,18,74.67,137,Yes
Victoria,15,Female,India,Karnataka,Bangalore,Teacher,Middle,Advanced,Advanced,English,PDF,Medium,11,70.85,127,Yes
Michael,18,Female,USA,Texas,Dallas,Farmer,Low,Advanced,Beginner,Math,Video,Basic,60,74.14,117,Yes
Richard,11,Female,USA,California,San Diego,Business,Low,Intermediate,Intermediate,Math,PDF,Medium,11,65.55,100,Yes
Julie,8,Male,USA,California,San Diego,Business,Low,Beginner,Advanced,Science,PDF,Medium,21,69.62,97,Yes
Shelley,7,Female,India,Maharashtra,Pune,Farmer,High,Intermediate,Intermediate,Math,Quiz,Hard,105,73.63,128,Yes
Christopher,14,Male,India,Karnataka,Mysore,Clerk,High,Beginner,Intermediate,Math,Video,Basic,115,82.36,93,Yes
Helen,9,Female,India,Maharashtra,Mumbai,Engineer,High,Intermediate,Advanced,Math,Quiz,Hard,68,82.54,91,Yes
Nichole,16,Female,India,Maharashtra,Pune,Clerk,Middle,Advanced,Advanced,Math,PDF,Medium,75,78.79,95,Yes
Joanne,15,Male,UK,England,Manchester,Business,Low,Advanced,Advanced,English,Quiz,Basic,27,87.43,95,Yes
Robert,13,Male,USA,California,San Diego,Business,Middle,Beginner,Intermediate,Math,Quiz,Hard,40,58.45,84,No
Brian,16,Male,USA,California,San Diego,Clerk,Low,Advanced,Beginner,Science,PDF,Medium,107,86.9,139,Yes
Kristina,10,Female,USA,California,Los Angeles,Business,High,Advanced,Advanced,Math,Video,Basic,19,41.54,88,No
William,6,Male,USA,California,San Diego,Business,Low,Advanced,Intermediate,Science,PDF,Basic,79,75.99,92,Yes
Renee,7,Male,USA,California,San Diego,Farmer,Low,Intermediate,Intermediate,Science,PDF,Medium,51,92.22,100,Yes
Margaret,18,Female,UK,England,London,Doctor,High,Advanced,Beginner,Math,PDF,Hard,59,52.02,131,No
Elizabeth,14,Female,UK,Scotland,Glasgow,Clerk,Low,Beginner,Advanced,Science,Video,Medium,16,100.0,119,Yes
John,16,Female,India,Maharashtra,Mumbai,Farmer,Low,Intermediate,Advanced,Math,Video,Basic,91,64.18,117,Yes
Allen,10,Female,India,Maharashtra,Mumbai,Business,High,Advanced,Beginner,Science,Video,Basic,118,68.51,132,Yes
Christopher,17,Female,India,Karnataka,Bangalore,Doctor,Low,Beginner,Intermediate,Science,Video,Medium,66,57.17,94,No
Ralph,15,Female,UK,England,Manchester,Engineer,Low,Advanced,Beginner,English,Video,Hard,93,64.15,104,Yes
Robert,15,Female,USA,Texas,Dallas,Clerk,Low,Intermediate,Intermediate,Math,Quiz,Medium,26,74.6,127,Yes
Marcus,12,Female,USA,Texas,Dallas,Business,Low,Advanced,Beginner,Math,PDF,Basic,29,64.4,129,Yes
Katherine,9,Male,USA,Texas,Austin,Teacher,Middle,Intermediate,Advanced,Science,Quiz,Hard,67,82.51,97,Yes
Ronald,12,Male,UK,Scotland,Edinburgh,Farmer,High,Intermediate,Beginner,Math,PDF,Basic,81,93.87,104,Yes
Victoria,14,Male,UK,England,Manchester,Engineer,Middle,Intermediate,Advanced,English,Quiz,Hard,60,40.91,87,No
Tammy,12,Female,USA,California,San Diego,Business,High,Beginner,Advanced,Science,Quiz,Hard,45,80.7,130,Yes
Rebecca,9,Female,India,Karnataka,Mysore,Clerk,Low,Intermediate,Intermediate,English,PDF,Basic,36,69.95,101,Yes
Robert,15,Male,USA,Texas,Austin,Business,Low,Beginner,Beginner,English,PDF,Medium,33,76.66,110,Yes
Karl,10,Male,USA,California,Los Angeles,Teacher,Low,Advanced,Intermediate,Math,Quiz,Basic,68,71.76,133,Yes
Natalie,18,Female,UK,Scotland,Glasgow,Engineer,Low,Intermediate,Beginner,Science,Quiz,Hard,20,78.74,131,Yes
Victoria,12,Male,India,Karnataka,Bangalore,Teacher,High,Beginner,Intermediate,English,Video,Basic,92,75.95,94,Yes
John,12,Female,India,Karnataka,Mysore,Farmer,High,Intermediate,Intermediate,Science,Video,Medium,114,45.82,106,No
Troy,14,Male,USA,California,Los Angeles,Farmer,Middle,Advanced,Intermediate,English,PDF,Medium,36,71.49,98,Yes
Christopher,8,Male,UK,Scotland,Glasgow,Teacher,Middle,Intermediate,Advanced,Science,PDF,Basic,10,87.43,101,Yes
Johnathan,9,Male,UK,Scotland,Glasgow,Doctor,Middle,Advanced,Advanced,Science,Video,Basic,22,66.81,93,Yes
Amy,12,Female,India,Karnataka,Bangalore,Doctor,Low,Intermediate,Intermediate,English,Video,Medium,23,88.88,90,Yes
Tyrone,9,Female,UK,England,London,Farmer,Low,Advanced,Intermediate,Math,PDF,Medium,113,84.9,121,Yes
Jade,15,Male,UK,Scotland,Glasgow,Business,High,Beginner,Advanced,English,Video,Medium,59,76.93,125,Yes
Daniel,7,Male,UK,Scotland,Glasgow,Business,High,Advanced,Intermediate,Science,PDF,Basic,94,70.87,92,Yes
Scott,10,Female,UK,Scotland,Glasgow,Clerk,High,Intermediate,Advanced,Science,PDF,Basic,95,81.84,140,Yes
Cheryl,12,Male,India,Maharashtra,Pune,Doctor,Low,Advanced,Beginner,Math,Quiz,Medium,91,62.52,119,Yes
Mike,6,Male,UK,England,London,Clerk,Low,Advanced,Advanced,Science,Video,Basic,77,71.55,86,Yes
Tamara,16,Male,USA,California,San Diego,Business,Low,Advanced,Intermediate,English,Video,Basic,90,72.35,136,Yes
Colton,10,Male,UK,England,Manchester,Engineer,Low,Intermediate,Advanced,Science,Video,Hard,68,72.02,123,Yes
Erika,15,Female,India,Maharashtra,Mumbai,Business,Middle,Beginner,Intermediate,Math,Quiz,Medium,84,51.53,120,No
Scott,18,Male,India,Karnataka,Mysore,Business,Low,Advanced,Beginner,Science,Quiz,Hard,107,63.71,102,Yes
Kara,5,Female,USA,Texas,Dallas,Teacher,Middle,Intermediate,Beginner,Math,PDF,Medium,56,76.66,119,Yes
Carl,17,Male,India,Karnataka,Mysore,Business,High,Advanced,Advanced,Science,Video,Hard,49,100.0,97,Yes
Michael,8,Female,India,Karnataka,Mysore,Business,Middle,Beginner,Beginner,English,Video,Hard,96,69.18,131,Yes
William,18,Male,India,Karnataka,Bangalore,Doctor,Middle,Advanced,Advanced,Math,Video,Medium,109,70.9,121,Yes
James,7,Male,USA,Texas,Dallas,Doctor,High,Beginner,Advanced,Math,Video,Basic,82,55.89,135,No
Aaron,11,Male,USA,Texas,Dallas,Engineer,Middle,Advanced,Intermediate,English,PDF,Basic,54,64.24,131,Yes
William,18,Male,India,Maharashtra,Mumbai,Doctor,Low,Intermediate,Advanced,Science,PDF,Medium,80,72.54,140,Yes
Susan,14,Male,UK,England,London,Doctor,Low,Advanced,Beginner,Science,Video,Basic,69,73.76,110,Yes
James,16,Female,USA,Texas,Dallas,Teacher,High,Intermediate,Beginner,English,Video,Medium,71,93.78,81,Yes
Peter,11,Male,USA,California,San Diego,Doctor,High,Intermediate,Intermediate,Math,Quiz,Medium,14,73.92,136,Yes
Brandon,12,Male,USA,California,San Diego,Clerk,High,Intermediate,Advanced,Math,Quiz,Basic,29,48.85,97,No
Shawn,6,Male,UK,Scotland,Edinburgh,Engineer,Low,Intermediate,Intermediate,Math,Quiz,Medium,70,77.81,87,Yes
Jill,12,Male,USA,Texas,Austin,Engineer,High,Beginner,Advanced,English,PDF,Hard,56,63.28,108,Yes
Margaret,10,Female,India,Karnataka,Mysore,Farmer,Middle,Beginner,Beginner,Science,Video,Medium,59,84.63,131,Yes
David,5,Female,USA,California,Los Angeles,Doctor,Middle,Intermediate,Intermediate,Math,Quiz,Medium,87,89.51,106,Yes
Karen,5,Female,India,Karnataka,Bangalore,Doctor,Low,Beginner,Intermediate,Math,PDF,Medium,95,69.93,126,Yes
Amber,12,Female,USA,Texas,Austin,Farmer,High,Intermediate,Advanced,English,Video,Hard,11,100.0,134,Yes
Michael,17,Female,UK,England,London,Business,Middle,Advanced,Beginner,Math,Video,Hard,96,67.1,133,Yes
Kevin,7,Female,UK,Scotland,Glasgow,Teacher,High,Intermediate,Advanced,Math,PDF,Medium,87,84.01,104,Yes
Regina,12,Female,UK,Scotland,Glasgow,Business,Middle,Advanced,Advanced,Science,Quiz,Basic,17,43.1,115,No
Laurie,10,Male,USA,California,San Diego,Doctor,High,Advanced,Advanced,Science,Video,Hard,65,62.43,116,Yes
Gregory,10,Female,USA,California,Los Angeles,Business,Middle,Intermediate,Advanced,English,Video,Medium,80,85.43,106,Yes
Tamara,6,Female,USA,Texas,Dallas,Engineer,Low,Intermediate,Advanced,English,PDF,Medium,19,92.33,136,Yes
Michael,5,Male,USA,Texas,Dallas,Business,Low,Intermediate,Advanced,Science,Quiz,Basic,97,59.33,120,No
Emily,15,Female,USA,Texas,Dallas,Doctor,High,Advanced,Advanced,Science,Video,Basic,66,53.25,133,No
Paul,7,Female,India,Maharashtra,Pune,Farmer,Middle,Beginner,Advanced,Math,PDF,Medium,100,89.57,85,Yes
Jason,16,Male,USA,California,San Diego,Doctor,Low,Intermediate,Advanced,English,Video,Basic,86,100.0,113,Yes
Joseph,8,Female,India,Maharashtra,Pune,Teacher,Low,Beginner,Beginner,Math,PDF,Medium,84,59.82,129,No
Sylvia,5,Male,USA,Texas,Austin,Teacher,High,Advanced,Advanced,Math,Quiz,Medium,66,76.27,90,Yes
Chase,15,Male,India,Maharashtra,Mumbai,Engineer,Middle,Intermediate,Advanced,Science,PDF,Basic,100,82.17,128,Yes
Phillip,15,Male,USA,California,Los Angeles,Clerk,High,Advanced,Intermediate,Science,Quiz,Medium,56,98.21,132,Yes
Breanna,14,Male,USA,Texas,Austin,Teacher,Middle,Intermediate,Beginner,English,Video,Medium,76,67.02,103,Yes
Maria,5,Female,USA,California,San Diego,Clerk,Middle,Advanced,Advanced,Science,Video,Basic,95,42.87,94,No
Dean,9,Female,UK,England,London,Teacher,High,Intermediate,Intermediate,Science,PDF,Medium,120,63.9,102,Yes
Alicia,13,Male,USA,California,Los Angeles,Farmer,Low,Beginner,Intermediate,English,Video,Medium,16,76.27,109,Yes
Anne,8,Male,UK,Scotland,Glasgow,Engineer,High,Intermediate,Intermediate,Math,Video,Hard,24,63.53,137,Yes
Jeffrey,6,Male,UK,Scotland,Glasgow,Teacher,Low,Intermediate,Intermediate,Science,PDF,Medium,59,78.27,108,Yes
Lynn,13,Male,India,Maharashtra,Mumbai,Doctor,Low,Beginner,Intermediate,English,PDF,Medium,75,81.32,133,Yes
Judy,5,Male,India,Maharashtra,Mumbai,Farmer,High,Intermediate,Intermediate,English,Quiz,Basic,52,57.46,92,No
Cynthia,12,Male,India,Maharashtra,Pune,Business,Low,Advanced,Beginner,English,Quiz,Medium,49,66.27,115,Yes
Margaret,11,Female,UK,England,London,Doctor,High,Beginner,Advanced,Science,PDF,Hard,22,71.86,102,Yes
Timothy,13,Female,UK,England,Manchester,Teacher,Middle,Beginner,Advanced,Math,Video,Basic,118,87.49,130,Yes
James,8,Male,India,Maharashtra,Pune,Engineer,Middle,Beginner,Intermediate,Science,PDF,Basic,11,83.35,132,Yes
Kristina,7,Male,India,Karnataka,Bangalore,Doctor,High,Advanced,Advanced,English,Quiz,Hard,27,62.04,91,Yes
Gregory,14,Male,UK,England,London,Business,Low,Beginner,Beginner,Science,Video,Medium,63,55.88,83,No
Rebecca,13,Female,USA,Texas,Austin,Engineer,Middle,Advanced,Intermediate,Math,Quiz,Hard,23,82.48,139,Yes
Charles,18,Female,India,Karnataka,Bangalore,Doctor,Middle,Advanced,Intermediate,Math,Video,Hard,21,60.42,86,Yes
Catherine,13,Male,India,Karnataka,Mysore,Teacher,High,Beginner,Beginner,Science,Video,Medium,59,77.44,110,Yes
William,11,Female,USA,California,San Diego,Business,Low,Intermediate,Intermediate,Math,Quiz,Medium,101,57.02,93,No
Micheal,14,Male,USA,California,Los Angeles,Clerk,High,Advanced,Advanced,Math,Video,Medium,36,75.26,118,Yes
Michael,7,Female,USA,California,San Diego,Clerk,Middle,Advanced,Advanced,English,PDF,Hard,76,87.57,99,Yes
Lori,5,Female,India,Maharashtra,Pune,Clerk,Middle,Beginner,Beginner,Math,Video,Basic,66,100.0,136,Yes
Megan,13,Female,India,Maharashtra,Pune,Doctor,High,Beginner,Intermediate,Science,PDF,Basic,108,72.0,122,Yes
William,18,Male,India,Karnataka,Mysore,Engineer,Low,Advanced,Beginner,Math,Quiz,Basic,111,100.0,86,Yes
William,16,Male,UK,England,Manchester,Engineer,Low,Advanced,Intermediate,Math,PDF,Medium,33,89.94,83,Yes
Mark,6,Male,UK,England,Manchester,Teacher,High,Advanced,Advanced,Science,Video,Medium,39,93.4,83,Yes
Jonathan,6,Female,USA,Texas,Dallas,Business,Middle,Intermediate,Intermediate,English,PDF,Medium,83,80.46,135,Yes
Brenda,6,Female,UK,England,Manchester,Teacher,Low,Intermediate,Beginner,Math,PDF,Medium,12,100.0,94,Yes
Adrian,7,Female,UK,England,Manchester,Teacher,Middle,Beginner,Intermediate,Math,PDF,Hard,48,74.62,111,Yes
